Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,S2_S1_residual,S3_S1_residual,S3_S2_residual,Reference_Current_residual,S2_S1_residual_abs,S3_S1_residual_abs,S3_S2_residual_abs,S2_minus_S1,S3_minus_S1,S3_minus_S2,Voltage_Current,Sensor_S1_missing,Sensor_S2_missing,Sensor_S3_missing,Sensor_S4_missing
TRN-0967,26.4104,30.8751,38.339,14.2777,14.5452,13.0594,19.2013,49.5647,19.7664,Valid,-1.4715743374420835,0.9203623417859603,2.9099623734269535,2.108783929959447,1.4715743374420835,0.9203623417859603,2.9099623734269535,-1.4857999999999993,4.6561,6.1419,815.42374104,0,0,0,0
TRN-0788,20.1531,58.459,22.9316,43.5898,13.2875,12.8528,16.6355,61.1192,18.6948,Valid,-0.595216926806021,-0.0440613555812881,0.6034171035047997,-2.57236079205029,0.595216926806021,0.0440613555812881,0.6034171035047997,-0.4346999999999994,3.3480000000000008,3.7827,1178.1300729,0,0,0,0
TRN-0700,24.4753,49.2252,36.9219,22.1919,14.2996,13.6599,18.5642,60.5208,20.5104,Valid,-0.6600608125839713,0.5963309625107414,1.5193626941420817,0.9522785021479407,0.6600608125839713,0.5963309625107414,1.5193626941420817,-0.6396999999999995,4.2646,4.904299999999999,1204.80153756,0,0,0,0
TRN-0151,25.549,19.7697,34.1753,21.4309,13.6684,11.704,18.6616,46.3824,18.466,Valid,-2.0726177701332062,1.4975337555798838,4.071250574658823,1.6239068248193362,2.0726177701332062,1.4975337555798838,4.071250574658823,-1.9643999999999995,4.9932,6.957599999999999,505.0960653,0,0,0,0
TRN-0236,22.9858,28.4295,35.2647,27.6778,12.9089,11.5537,17.0815,35.1347,18.4935,Valid,-1.5671643980822534,0.8831055219549135,2.6797940887487197,1.0151479781616395,1.5671643980822534,0.8831055219549135,2.6797940887487197,-1.3552,4.172599999999999,5.527799999999999,653.4748011,0,0,0,0
TRN-0130,27.9593,15.8726,33.4249,45.782,14.8659,12.4537,20.2947,51.5568,19.0968,Valid,-2.3524734875009994,1.6047025718930072,4.76345576272017,2.5784592504878354,2.3524734875009994,1.6047025718930072,4.76345576272017,-2.4122000000000003,5.428799999999999,7.840999999999999,443.78678518,0,0,0,0
TRN-0558,10.8607,21.0036,44.5708,31.3091,6.8793,7.0831,9.3319,47.3849,15.0884,Valid,-0.7555097799344024,0.741172653981824,0.5432490190786243,-1.8490102207961314,0.7555097799344024,0.741172653981824,0.5432490190786243,0.2038000000000002,2.4525999999999994,2.2487999999999992,228.11379852,0,0,0,0
TRN-0335,19.3366,109.2824,43.2863,42.829,15.6796,17.4192,19.0115,46.0047,53.154,Valid,1.9164943621451602,-0.7177132264171071,-2.74891481020175,1.5081307236487476,1.9164943621451602,0.7177132264171071,2.74891481020175,1.7395999999999994,3.331900000000001,1.5923000000000016,2113.15005584,0,0,0,0
TRN-0747,8.1623,16.276,27.7498,24.8249,4.8959,4.9854,6.5243,58.8781,11.9183,Valid,-1.0860255399057994,0.41327383246245564,0.3707108362657392,-4.635486465119042,1.0860255399057994,0.41327383246245564,0.3707108362657392,0.08950000000000014,1.6284,1.5389,132.8495948,0,0,0,0
TRN-0065,29.5509,88.0838,38.0994,34.3734,19.4764,19.0039,24.1937,67.1977,37.4703,Valid,0.28373389339844124,-0.40969751741071647,0.44627246577505986,4.029134323108032,0.28373389339844124,0.40969751741071647,0.44627246577505986,-0.47250000000000014,4.717299999999998,5.189799999999998,2602.95556542,0,0,0,0
TRN-0257,30.6035,29.4846,36.2652,41.0898,16.7405,14.3861,22.2693,,21.5145,Valid,-2.021036137780351,1.182307484498299,4.313327021069089,3.9594975340150285,2.021036137780351,1.182307484498299,4.313327021069089,-2.3544,5.5288,7.8832,902.3319561000001,0,0,0,1
TRN-0443,9.6318,92.6893,34.5091,30.5353,10.1782,12.5837,11.7777,64.1771,32.9683,Valid,1.8382876855639143,-0.962395507938913,-3.9166871608376113,-3.6239209680253666,1.8382876855639143,0.962395507938913,3.9166871608376113,2.4055,1.599499999999999,-0.8060000000000009,892.7647997400001,0,0,0,0
TRN-0507,10.6681,75.8719,33.3623,5.2737,9.6188,11.4513,11.3341,67.399,23.1349,Valid,1.1959430651136511,-0.7001822591674856,-2.9390798821030923,-3.7690009416261248,1.1959430651136511,0.7001822591674856,2.9390798821030923,1.8324999999999996,1.7152999999999992,-0.11720000000000041,809.40901639,0,0,0,0
TRN-0943,24.4524,69.9741,29.5096,22.3974,15.7061,15.1518,19.6866,30.7207,25.1708,Valid,-0.3735483043938981,-0.07648959751425011,0.7700397930078715,0.5997629775246054,0.3735483043938981,0.07648959751425011,0.7700397930078715,-0.5542999999999996,3.9804999999999993,4.534799999999999,1711.0346828400002,0,0,0,0
TRN-0438,9.2579,44.797,28.7596,5.9031,6.9661,7.9532,8.5018,71.9907,13.9035,Valid,0.03758740630791735,-0.19770481431963027,-1.3795987799879335,-5.055873345148067,0.03758740630791735,0.19770481431963027,1.3795987799879335,0.9870999999999999,1.5356999999999994,0.5485999999999995,414.7261462999999,0,0,0,0
TRN-0323,23.8319,94.5641,40.9548,12.1292,23.0025,17.4622,20.4693,53.8698,40.1544,Invalid,-4.197909906274543,-8.697801558390939,-1.3450375984477745,2.160560496031124,4.197909906274543,8.697801558390939,1.3450375984477745,-5.540300000000002,-2.533200000000001,3.007100000000001,2253.64217479,0,0,0,0
TRN-0541,29.5137,89.7528,32.8875,44.0727,19.4791,18.9202,24.4323,46.1615,36.989,Valid,0.19776499482612309,-0.17457838584348195,0.7898098116333117,2.452697950964861,0.19776499482612309,0.17457838584348195,0.7898098116333117,-0.5588999999999977,4.9532000000000025,5.5121,2648.93721336,0,0,0,0
TRN-0513,8.5988,18.8074,39.8048,25.8064,5.467,6.0593,7.4333,30.0082,13.1153,Valid,-0.5224715476726685,0.6094257266898602,-0.06939062044776634,-3.650366678053727,0.5224715476726685,0.6094257266898602,0.06939062044776634,0.5923000000000007,1.9663000000000004,1.3739999999999997,161.72107112000003,0,0,0,0
TRN-0830,29.6897,109.4003,33.5982,31.3241,20.6293,20.8849,25.3653,48.7288,53.7412,Valid,1.1983855224054274,-0.7263302335205921,-0.7400488204375506,1.965543021635149,1.1983855224054274,0.7263302335205921,0.7400488204375506,0.2555999999999976,4.736000000000001,4.480400000000003,3248.06208691,0,0,0,0
TRN-0124,28.7059,44.4546,28.3929,31.8519,16.5947,25.0,21.7478,58.4106,20.567,Invalid,8.716911532310313,0.8475991072218321,-9.513694555459871,1.649102975631802,8.716911532310313,0.8475991072218321,9.513694555459871,8.4053,5.153100000000002,-3.2521999999999984,1276.10930214,0,0,0,0
TRN-0434,18.3304,91.2825,54.8353,42.0785,14.206,15.9913,17.3458,,51.9073,Valid,1.7518171918046939,-0.5028017765001707,-2.6238042018458465,16.320901578483898,1.7518171918046939,0.5028017765001707,2.6238042018458465,1.7853000000000012,3.139800000000001,1.3544999999999998,1673.244738,0,0,0,1
TRN-0742,31.1274,41.4679,25.8498,14.7618,17.5962,15.2001,23.0903,49.2011,21.1804,Valid,-1.9334746277516306,0.9057985875113879,4.113150100576846,2.5988035181623985,1.9334746277516306,0.9057985875113879,4.113150100576846,-2.396099999999999,5.4940999999999995,7.890199999999998,1290.7879104600001,0,0,0,0
TRN-0351,8.8242,109.9343,21.3625,17.1093,10.3528,12.9679,11.602,47.0632,43.8924,Valid,2.069770375835283,-1.3585778369304826,-4.574518638898155,-8.475432381167707,2.069770375835283,1.3585778369304826,4.574518638898155,2.6151,1.2492,-1.3659,970.0822500599999,0,0,0,0
TRN-0736,29.5104,28.1679,36.3961,51.5832,16.1474,13.8079,21.6011,49.2212,20.9866,Valid,-2.094128053545651,1.273576862642745,4.370564631496215,3.5271373719130743,2.094128053545651,1.273576862642745,4.370564631496215,-2.339500000000001,5.453699999999998,7.793199999999999,831.24599616,0,0,0,0
TRN-0518,30.191,68.5258,29.2458,38.1312,11.105,17.2072,23.2016,42.7267,26.6751,Invalid,5.652443134778144,9.290155129086791,1.7070421681005463,2.605212370017089,5.652443134778144,9.290155129086791,1.7070421681005463,6.1022,12.096599999999999,5.994399999999999,2068.8624278,0,0,0,0
TRN-0097,24.0983,15.5749,32.5565,32.3226,12.5641,10.8077,5.4559,72.9077,17.5511,Invalid,-2.0147539838789843,-10.304642129781792,-8.009428482310645,1.0592473955327044,2.0147539838789843,10.304642129781792,8.009428482310645,-1.7563999999999993,-7.1082,-5.351800000000001,375.32861267,0,0,0,0
TRN-0220,12.1699,57.0484,31.2917,52.7784,9.5998,10.3563,11.9747,50.9553,17.0452,Valid,0.11760825842869593,-0.03562510038511846,-0.9239813621271669,-3.9138434655384984,0.11760825842869593,0.03562510038511846,0.9239813621271669,0.7564999999999991,2.3749000000000002,1.6184000000000012,694.27332316,0,0,0,0
TRN-0713,11.9594,108.4812,34.5381,58.1279,12.1882,14.8651,14.0675,69.0032,47.8264,Valid,2.368477101814289,-1.2160852701621874,-4.48940178513112,-2.946597447305898,2.368477101814289,1.2160852701621874,4.48940178513112,2.6769,1.8793000000000006,-0.7975999999999992,1297.37006328,0,0,0,0
TRN-0890,27.1695,81.7422,25.519,26.4742,17.8631,17.0967,22.0936,62.1795,29.1343,Valid,-0.26289848986602493,-0.4336533631503876,0.7376172045092204,-0.6028873988168577,0.26289848986602493,0.4336533631503876,0.7376172045092204,-0.7664000000000009,4.230499999999999,4.9969,2220.8947029,0,0,0,0
TRN-0531,20.7203,99.2481,31.085,54.7814,16.2072,17.0458,19.816,39.6731,41.019,Valid,1.0927843998700553,-0.588051784348675,-1.4761497198330105,-0.7944088778162097,1.0927843998700553,0.588051784348675,1.4761497198330105,0.8385999999999996,3.6087999999999987,2.770199999999999,2056.45040643,0,0,0,0
TRN-0369,24.5577,62.3376,30.1652,56.576,15.5392,14.881,19.6012,46.2767,24.6977,Valid,-0.5016985567952101,0.0514340145320773,1.0243516324344135,2.4824631770003656,0.5016985567952101,0.0514340145320773,1.0243516324344135,-0.658199999999999,4.061999999999999,4.720199999999998,1530.86807952,0,0,0,0
TRN-0781,17.8894,74.0111,26.7258,14.7152,12.9996,13.5775,15.9195,62.4277,23.4299,Valid,0.37821204471034875,-0.39412864764580036,-1.0219468665154885,-2.6852661881776463,0.37821204471034875,0.39412864764580036,1.0219468665154885,0.5779000000000014,2.9199,2.3419999999999987,1324.01417234,0,0,0,0
TRN-0928,25.7367,90.4034,33.5964,54.4149,17.8868,17.9832,22.3347,46.1552,36.6371,Valid,0.6035440362625089,-0.22299868966924663,-0.13295347104947552,1.6596648303438428,0.6035440362625089,0.22299868966924663,0.13295347104947552,0.09639999999999915,4.447900000000001,4.3515000000000015,2326.68518478,0,0,0,0
TRN-0194,15.343,109.4771,33.6951,57.5039,14.2222,16.389,16.6468,72.3277,50.4105,Valid,2.135585969638848,-1.2224423886920555,-3.82162098466387,-1.4498863952896173,2.135585969638848,1.2224423886920555,3.82162098466387,2.1667999999999985,2.424599999999998,0.2577999999999996,1679.7071452999999,0,0,0,0
TRN-0743,16.6379,22.9675,37.3504,24.5539,9.2704,8.9039,12.3042,61.3833,15.879,Invalid,-1.0456560386604554,0.7090517811726631,1.2289919316405093,-1.205212363179422,1.0456560386604554,0.7090517811726631,1.2289919316405093,-0.36650000000000027,3.0337999999999994,3.4002999999999997,382.13096824999997,0,0,0,0
TRN-0294,31.8012,33.9683,33.232,36.4063,17.3683,15.0914,22.6319,49.1939,21.8126,Valid,-1.8489677026556244,0.7399051567068717,3.7911088880924417,3.916367407906783,1.8489677026556244,0.7399051567068717,3.7911088880924417,-2.2769000000000013,5.2636,7.5405000000000015,1080.23270196,0,0,0,0
TRN-0304,23.6657,17.7618,19.2181,49.6166,12.9498,16.1247,17.0497,54.4657,17.0368,Invalid,2.96846771019438,0.7993450745908639,-3.087224995398852,0.35659183531663174,2.96846771019438,0.7993450745908639,3.087224995398852,3.174900000000001,4.099900000000002,0.9250000000000007,420.34543026000006,0,0,0,0
TRN-0382,14.1328,104.1859,27.4694,17.0621,12.7062,14.6844,14.7467,55.5636,41.6252,Valid,1.738910550088777,-1.1942498285440806,-3.5835099202607985,-4.733440705727837,1.738910550088777,1.1942498285440806,3.5835099202607985,1.9781999999999993,2.0404999999999998,0.062300000000000466,1472.43848752,0,0,0,0
TRN-0417,26.973,68.6493,28.7009,27.9014,17.2997,16.4962,21.6952,57.9395,25.9572,Valid,-0.3859727314706376,-0.10877684292680101,1.092328093641406,1.845622111147474,0.3859727314706376,0.10877684292680101,1.092328093641406,-0.8034999999999997,4.395499999999998,5.198999999999998,1851.6775688999999,0,0,0,0
TRN-0297,26.5298,89.9603,18.0,53.9437,18.1662,17.589,22.426,33.5126,31.7561,Valid,-0.02695629047249426,-0.4907410034158666,0.4526549051756028,-2.920019666452948,0.02695629047249426,0.4907410034158666,0.4526549051756028,-0.5772000000000013,4.2597999999999985,4.837,2386.6287669400003,0,0,0,0
TRN-0622,21.0295,23.2536,34.0265,49.4829,5.4912,11.0359,16.266,51.2347,17.9097,Invalid,4.432529712382025,9.411898578657254,2.514224289439989,0.8044924830410238,4.432529712382025,9.411898578657254,2.514224289439989,5.5447,10.774799999999999,5.230099999999998,489.01158119999997,0,0,0,0
TRN-0563,16.5004,76.4705,23.6697,55.7837,12.9151,13.4514,15.6811,38.7838,23.4619,Valid,0.3251738090731422,-0.5251708143155476,-1.1021218851434291,-3.706534129765629,0.3251738090731422,0.5251708143155476,1.1021218851434291,0.5362999999999989,2.766,2.229700000000001,1261.7938382,0,0,0,0
